date,expinf5yr,unrate,nrou,core_pce,mich,gdp,job_openings,median_cpi,FRB_exp,core_pce_changeA,unrate_slack,FRB_post1991,lagged_1,lagged_2,predicted_1980_2019,predicted_1970_2019
2003-11-01,2.1622536,5.8,5.067058563232422,79.368,2.7,11772.234,2.5,1.1863624116481102,2.1,1.8557204965565788,0.732941436767578,2.1,1.6883956662577582,1.6747860385850188,1.6806381214422594,1.6679729877158593
2004-02-01,2.1503905,5.6,5.057126,79.8,2.6,11923.447,2.6,2.91265455346974,2.1,2.1950402164993665,0.5428739999999994,2.1,1.8557204965565788,1.6883956662577582,1.701284262768028,1.7608091306000546
2004-05-01,2.346638,5.6,5.0474324226379395,80.252,3.3,12112.815,2.7,3.2174948905270697,2.1,2.284986579813175,0.5525675773620602,2.1,2.1950402164993665,1.8557204965565788,1.7435990844372902,1.949602401970668
2004-08-01,2.3820341,5.4,5.038008,80.505,2.8,12305.307,2.6,2.87323745174035,2.1,1.2670035217117848,0.36199200000000076,2.1,2.284986579813175,2.1950402164993665,1.7963944259844602,2.12948260604949
2004-11-01,2.2193785,5.4,5.028878688812256,81.005,2.8,12527.214,2.6,1.4800663055379,2.1,2.5075581029780025,0.3711213111877445,2.1,1.2670035217117848,2.284986579813175,1.7360424197033342,1.7702875984692565
2005-02-01,2.2774428,5.4,5.020076,81.536,2.9,12767.286,2.9,3.3040022907410402,2.05,2.647955223353149,0.37992399999999993,2.05,2.5075581029780025,1.2670035217117848,1.6759347414433263,1.8642359399252955
2005-05-01,2.3666671,5.1,5.011637,81.999,3.2,12922.656,2.8,3.16846235161856,2.1,2.290809705514052,0.0883629999999993,2.1,2.647955223353149,2.5075581029780025,1.8682564716369345,2.41483910277203
2005-08-01,2.4298717,4.9,5.003654480000438,82.243,3.1,13142.642,3,2.22215620270876,2.1,1.1955816463615987,-0.10365448000043731,2.1,2.290809705514052,2.647955223353149,1.867328207494218,2.3522596631355785
2005-11-01,2.6116749,5,4.9967167758934,82.873,3.3,13324.204,3.1,2.8369119481422596,2.1,3.0994781443224095,0.003283224106599647,2.1,1.1955816463615987,2.290809705514052,1.7463279811743642,1.7910813931506033
2006-02-01,2.4925589,4.8,4.987016736794103,83.279,3,13599.16,3.1,2.07202087371556,2.1,1.9740725460823505,-0.1870167367941029,2.1,3.0994781443224095,1.1955816463615987,1.759394581220387,2.152592032690903
2006-05-01,2.6766408,4.6,4.976734475862477,83.974,4,13753.424,3.2,4.28816068458393,2.1,3.3801973016443387,-0.3767344758624773,2.1,1.9740725460823505,3.0994781443224095,1.9081963598924183,2.4267503953929954
2006-08-01,2.6393349,4.7,4.966011157786974,84.44,3.8,13870.188,3.3,4.62137039677921,2.1,2.238280214333588,-0.2660111577869735,2.1,3.3801973016443387,1.9740725460823505,1.8714884191353593,2.548905875726604
2006-11-01,2.3106579,4.5,4.955040080493421,84.766,3,14039.56,3.3,3.02469916751935,2.1,1.5532579844959038,-0.45504008049342115,2.1,2.238280214333588,3.3801973016443387,1.9618491247088465,2.6383834757933164
2007-02-01,2.5721237,4.5,4.944046980128732,85.408,3,14215.651,3.3,4.4470256400193495,2,3.064108050084391,-0.4440469801287321,2,1.5532579844959038,2.238280214333588,1.7259919291009025,1.933493233747103
2007-05-01,2.5464455,4.4,4.933268579217006,85.717,3.3,14402.082,3.3,2.35349143799752,2,1.4550438270004573,-0.5332685792170055,2,3.064108050084391,1.5532579844959038,1.7550993839004876,2.2785620768527375
2007-08-01,2.4884813,4.6,4.922925139441717,86.116,3.2,14564.117,3.2,2.18457280462696,2.1,1.87498202099039,-0.3229251394417174,2.1,1.4550438270004573,3.064108050084391,1.8661346481932355,2.2083617625537344
2007-11-01,2.3891912,4.7,4.913194324705306,86.746,3.4,14715.058,3.3,3.4753593527569997,2.1,2.9585541757276346,-0.21319432470530586,2.1,1.87498202099039,1.4550438270004573,1.705673954085043,1.7793580315744462
2008-02-01,2.0129504,4.9,4.904191718858677,87.178,3.6,14706.538,3,2.85747436326564,2.2,2.006952731463163,-0.004191718858677085,2.2,2.9585541757276346,1.87498202099039,1.8772976215812516,2.350916346073652
2008-05-01,2.1396628,5.4,4.895960569602773,87.559,5.2,14865.701,3,2.4627692895931,2.2,1.7596409681022163,0.5040394303972278,2.2,2.006952731463163,2.9585541757276346,1.9161145676948577,2.3104757547637185
2008-08-01,2.3521255,6.1,4.888470759617824,88.026,4.8,14898.999,2.6,2.94013128490127,2.2,2.150547409953907,1.211529240382176,2.2,1.7596409681022163,2.006952731463163,1.7615497487230418,1.786224950612648
2008-11-01,1.7893924,6.8,4.88162329538316,87.952,2.9,14608.209,2.3,1.93625366578525,2.2,-0.3358404968820228,1.9183767046168398,2.2,2.150547409953907,1.7596409681022163,1.7321441476934767,1.7589513941230128
2009-02-01,1.4101179,8.3,4.875261901289407,87.952,1.9,14430.902,2.1,2.14357605719473,2.2,0,3.424738098710594,2.2,-0.3358404968820228,2.150547409953907,1.545731001368507,0.7569968110471441
2009-05-01,1.6751807,9.4,4.869192265374635,88.279,2.8,14381.236,1.9,1.29376893720741,2.27,1.495489232613001,4.530807734625365,2.27,0,-0.3358404968820228,1.2787945935537868,-0.12091464872117569
