DATE,LNU03000000_JTUJOL
2015-05-01,1.4914468995010691
2015-06-01,1.6798910929599378
2015-07-01,1.3777186668752934
2015-08-01,1.4515383247376845
2015-09-01,1.3677604446835216
2015-10-01,1.2241379310344828
2015-11-01,1.4364567526555387
2015-12-01,1.4690299961044020
2016-01-01,1.4097387173396675
2016-02-01,1.4811677779780141
2016-03-01,1.3397160779135028
2016-04-01,1.1651996227601383
2016-05-01,1.2483977134938507
2016-06-01,1.4480796586059744
2016-07-01,1.2903074761979085
2016-08-01,1.3659036556200888
2016-09-01,1.2844682992284468
2016-10-01,1.2469859343603483
2016-11-01,1.2763728323699422
2016-12-01,1.3561566105541895
2017-01-01,1.4738650750587810
2017-02-01,1.3910052910052910
2017-03-01,1.2685475444096134
2017-04-01,0.98615916955017301038
2017-05-01,1.1255351943825998
2017-06-01,1.1657822801093423
2017-07-01,1.1176028837488735
2017-08-01,1.1267975877532086
2017-09-01,1.0181705233731946
2017-10-01,0.93401167140505760886
2017-11-01,1.0778463648834019
2017-12-01,1.1046982227696639
2018-01-01,1.0945493300852619
2018-02-01,1.1311213909714468
2018-03-01,0.98917556346381969158
2018-04-01,0.80053981106612685560
2018-05-01,0.82052744119743406985
2018-06-01,0.94676858929812369701
2018-07-01,0.88447890655802339335
2018-08-01,0.85664335664335664336
2018-09-01,0.76839019189765458422
2018-10-01,0.75290280495759947815
2018-11-01,0.79734688117414620378
2018-12-01,0.89397983392645314353
2019-01-01,0.95454545454545454545
2019-02-01,0.98046470327068225544
2019-03-01,0.87664835164835164835
2019-04-01,0.69644473173884938591
2019-05-01,0.75136537411250682687
2019-06-01,0.88234469218903379610
2019-07-01,0.87846710438161597213
2019-08-01,0.83587117639132192427
2019-09-01,0.75473000966717304240
2019-10-01,0.71838331160365058670
2019-11-01,0.84540087010565568676
2019-12-01,0.91777851901267511674
2020-01-01,0.90965034965034965035
2020-02-01,0.93335334734314019814
2020-03-01,1.2859884836852207
2020-04-01,4.3561749903213318
2020-05-01,3.7967795669072737
2020-06-01,3.0165247871807712
2020-07-01,2.3353160879789736
2020-08-01,2.0855972074669904
2020-09-01,1.8517345399698341
2020-10-01,1.4456847263817043
2020-11-01,1.6222538327801486
2020-12-01,1.6936350317434478
2021-01-01,1.5114918512327622
2021-02-01,1.4088405212951767
2021-03-01,1.1910774410774411
2021-04-01,0.93832688784856503155
2021-05-01,0.91123955000516049128
2021-06-01,0.99028056112224448898
2021-07-01,0.78064679986454453099
2021-08-01,0.76331519314836292265
2021-09-01,0.67024567788898999090
2021-10-01,0.57862057392179895956
2021-11-01,0.59916333903783989352
2021-12-01,0.55623950755456071628
2022-01-01,0.63042337298810356893
2022-02-01,0.60542760221389037672
2022-03-01,0.51490107688454795893
2022-04-01,0.43892239646160032167
2022-05-01,0.49110383287598477472
2022-06-01,0.58583055863854975953
2022-07-01,0.50476113621691413815
2022-08-01,0.60327868852459016393
2022-09-01,0.50087147968076323273
2022-10-01,0.50972373682297346419
2022-11-01,0.55059316120027913468
2022-12-01,0.52656434474616292798
2023-01-01,0.60249385981484980162
2023-02-01,0.67224706249350109182
2023-03-01,0.63000417014178482068
2023-04-01,0.47402358142962417097
2023-05-01,0.60949529512403763901
2023-06-01,0.71480022509848058526
2023-07-01,0.66967945349448239622
